a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	m_New_word	i_Verb1	j_Verb2	k_Element_changed	l_Old_word	n_Violation_Type	p_number	q_condition
embedding_mental_SR	il fratello dice che le bambine difende gli studenti	masculine	singular	feminine	plural			3085	difende	dicono	difende	V2	difendono	num_violation	1559	SP
embedding_mental_SR	il padre dice che le attrici difende la madre	masculine	singular	feminine	plural			3112	difende	dicono	difende	V2	difendono	num_violation	1560	SP
embedding_mental_SR	l' attore dice che le bambine difende l' uomo	masculine	singular	feminine	plural			3180	difende	dicono	difende	V2	difendono	num_violation	1561	SP
embedding_mental_SR	l' attore dice che le ragazze difende la donna	masculine	singular	feminine	plural			3184	difende	dicono	difende	V2	difendono	num_violation	1562	SP
embedding_mental_SR	lo studente dice che le attrici difende l' amica	masculine	singular	feminine	plural			3223	difende	dicono	difende	V2	difendono	num_violation	1563	SP
embedding_mental_SR	il contadino dice che i bambini difende il fratello	masculine	singular	masculine	plural			3539	difende	dicono	difende	V2	difendono	num_violation	1564	SP
embedding_mental_SR	il contadino dice che i ragazzi difende la bambina	masculine	singular	masculine	plural			3540	difende	dicono	difende	V2	difendono	num_violation	1565	SP
embedding_mental_SR	il figlio dice che i contadini difende le attrici	masculine	singular	masculine	plural			3566	difende	dicono	difende	V2	difendono	num_violation	1566	SP
embedding_mental_SR	il padre dice che gli amici difende la ragazza	masculine	singular	masculine	plural			3606	difende	dicono	difende	V2	difendono	num_violation	1567	SP
embedding_mental_SR	il ragazzo dice che i fratelli difende il figlio	masculine	singular	masculine	plural			3640	difende	dicono	difende	V2	difendono	num_violation	1568	SP
embedding_mental_SR	l' amico dice che i bambini difende le attrici	masculine	singular	masculine	plural			3663	difende	dicono	difende	V2	difendono	num_violation	1569	SP
embedding_mental_SR	l' amico dice che i contadini difende i figli	masculine	singular	masculine	plural			3665	difende	dicono	difende	V2	difendono	num_violation	1570	SP
embedding_mental_SR	l' attrice dichiara che le figlie difende il padre	feminine	singular	feminine	plural			1045	difende	dichiarano	difende	V2	difendono	num_violation	1571	SP
embedding_mental_SR	l' attrice dichiara che le studentesse difende i ragazzi	feminine	singular	feminine	plural			1047	difende	dichiarano	difende	V2	difendono	num_violation	1572	SP
embedding_mental_SR	la bambina dichiara che le figlie difende i fratelli	feminine	singular	feminine	plural			1063	difende	dichiarano	difende	V2	difendono	num_violation	1573	SP
embedding_mental_SR	la figlia dichiara che le attrici difende i contadini	feminine	singular	feminine	plural			1125	difende	dichiarano	difende	V2	difendono	num_violation	1574	SP
embedding_mental_SR	la madre dichiara che le bambine difende le donne	feminine	singular	feminine	plural			1155	difende	dichiarano	difende	V2	difendono	num_violation	1575	SP
embedding_mental_SR	la madre dichiara che le sorelle difende le contadine	feminine	singular	feminine	plural			1161	difende	dichiarano	difende	V2	difendono	num_violation	1576	SP
embedding_mental_SR	la ragazza dichiara che le amiche difende l' attrice	feminine	singular	feminine	plural			1175	difende	dichiarano	difende	V2	difendono	num_violation	1577	SP
embedding_mental_SR	la contadina dichiara che gli amici difende le ragazze	feminine	singular	masculine	plural			1592	difende	dichiarano	difende	V2	difendono	num_violation	1578	SP
embedding_mental_SR	la donna dichiara che i contadini difende le ragazze	feminine	singular	masculine	plural			1621	difende	dichiarano	difende	V2	difendono	num_violation	1579	SP
embedding_mental_SR	il bambino dichiara che le madri difende la donna	masculine	singular	feminine	plural			3016	difende	dichiarano	difende	V2	difendono	num_violation	1580	SP
embedding_mental_SR	il figlio dichiara che le sorelle difende le studentesse	masculine	singular	feminine	plural			3073	difende	dichiarano	difende	V2	difendono	num_violation	1581	SP
embedding_mental_SR	l' amico dichiara che le contadine difende la bambina	masculine	singular	feminine	plural			3166	difende	dichiarano	difende	V2	difendono	num_violation	1582	SP
embedding_mental_SR	lo studente dichiara che le contadine difende i padri	masculine	singular	feminine	plural			3232	difende	dichiarano	difende	V2	difendono	num_violation	1583	SP
embedding_mental_SR	lo studente dichiara che le figlie difende l' amico	masculine	singular	feminine	plural			3234	difende	dichiarano	difende	V2	difendono	num_violation	1584	SP
embedding_mental_SR	il bambino dichiara che i padri difende le amiche	masculine	singular	masculine	plural			3521	difende	dichiarano	difende	V2	difendono	num_violation	1585	SP
embedding_mental_SR	il bambino dichiara che i ragazzi difende il fratello	masculine	singular	masculine	plural			3524	difende	dichiarano	difende	V2	difendono	num_violation	1586	SP
embedding_mental_SR	il figlio dichiara che i padri difende il bambino	masculine	singular	masculine	plural			3574	difende	dichiarano	difende	V2	difendono	num_violation	1587	SP
embedding_mental_SR	l' amico dichiara che gli studenti difende il figlio	masculine	singular	masculine	plural			3674	difende	dichiarano	difende	V2	difendono	num_violation	1588	SP
embedding_mental_SR	l' amico dichiara che gli uomini difende i bambini	masculine	singular	masculine	plural			3675	difende	dichiarano	difende	V2	difendono	num_violation	1589	SP
embedding_mental_SR	l' attore dichiara che gli amici difende le donne	masculine	singular	masculine	plural			3694	difende	dichiarano	difende	V2	difendono	num_violation	1590	SP
embedding_mental_SR	l' uomo dichiara che gli studenti difende i bambini	masculine	singular	masculine	plural			3713	difende	dichiarano	difende	V2	difendono	num_violation	1591	SP
embedding_mental_SR	l' uomo dichiara che i bambini difende le ragazze	masculine	singular	masculine	plural			3714	difende	dichiarano	difende	V2	difendono	num_violation	1592	SP
embedding_mental_SR	lo studente dichiara che gli amici difende la ragazza	masculine	singular	masculine	plural			3733	difende	dichiarano	difende	V2	difendono	num_violation	1593	SP
embedding_mental_SR	lo studente dichiara che i ragazzi difende gli attori	masculine	singular	masculine	plural			3740	difende	dichiarano	difende	V2	difendono	num_violation	1594	SP
embedding_mental_SR	la contadina ricorda che le attrici difende lo studente	feminine	singular	feminine	plural			1097	difende	ricordano	difende	V2	difendono	num_violation	1595	SP
embedding_mental_SR	la donna ricorda che le bambine difende i contadini	feminine	singular	feminine	plural			1113	difende	ricordano	difende	V2	difendono	num_violation	1596	SP
embedding_mental_SR	la donna ricorda che le sorelle difende le contadine	feminine	singular	feminine	plural			1115	difende	ricordano	difende	V2	difendono	num_violation	1597	SP
embedding_mental_SR	la madre ricorda che le attrici difende il padre	feminine	singular	feminine	plural			1164	difende	ricordano	difende	V2	difendono	num_violation	1598	SP
embedding_mental_SR	la sorella ricorda che le studentesse difende le amiche	feminine	singular	feminine	plural			1222	difende	ricordano	difende	V2	difendono	num_violation	1599	SP
embedding_mental_SR	l' attrice ricorda che i padri difende il contadino	feminine	singular	masculine	plural			1554	difende	ricordano	difende	V2	difendono	num_violation	1600	SP
embedding_mental_SR	la bambina ricorda che i fratelli difende il ragazzo	feminine	singular	masculine	plural			1583	difende	ricordano	difende	V2	difendono	num_violation	1601	SP
embedding_mental_SR	la contadina ricorda che i bambini difende gli attori	feminine	singular	masculine	plural			1604	difende	ricordano	difende	V2	difendono	num_violation	1602	SP
embedding_mental_SR	la figlia ricorda che i bambini difende la madre	feminine	singular	masculine	plural			1654	difende	ricordano	difende	V2	difendono	num_violation	1603	SP
embedding_mental_SR	la sorella ricorda che gli amici difende il ragazzo	feminine	singular	masculine	plural			1714	difende	ricordano	difende	V2	difendono	num_violation	1604	SP
embedding_mental_SR	la sorella ricorda che i padri difende lo studente	feminine	singular	masculine	plural			1720	difende	ricordano	difende	V2	difendono	num_violation	1605	SP
embedding_mental_SR	il bambino ricorda che le donne difende la contadina	masculine	singular	feminine	plural			3030	difende	ricordano	difende	V2	difendono	num_violation	1606	SP
embedding_mental_SR	il fratello ricorda che le attrici difende le donne	masculine	singular	feminine	plural			3102	difende	ricordano	difende	V2	difendono	num_violation	1607	SP
embedding_mental_SR	il padre ricorda che le sorelle difende la madre	masculine	singular	feminine	plural			3132	difende	ricordano	difende	V2	difendono	num_violation	1608	SP
embedding_mental_SR	lo studente ricorda che le amiche difende le ragazze	masculine	singular	feminine	plural			3239	difende	ricordano	difende	V2	difendono	num_violation	1609	SP
embedding_mental_SR	lo studente ricorda che gli attori difende il contadino	masculine	singular	masculine	plural			3741	difende	ricordano	difende	V2	difendono	num_violation	1610	SP
embedding_mental_SR	le attrici dicono che le contadine difende le figlie	feminine	plural	feminine	plural			28	difende	dice	difende	V2	difendono	num_violation	1611	PP
embedding_mental_SR	le attrici dicono che le donne difende la ragazza	feminine	plural	feminine	plural			30	difende	dice	difende	V2	difendono	num_violation	1612	PP
embedding_mental_SR	le contadine dicono che le figlie difende gli attori	feminine	plural	feminine	plural			83	difende	dice	difende	V2	difendono	num_violation	1613	PP
embedding_mental_SR	le contadine dicono che le figlie difende gli uomini	feminine	plural	feminine	plural			84	difende	dice	difende	V2	difendono	num_violation	1614	PP
embedding_mental_SR	le contadine dicono che le madri difende i ragazzi	feminine	plural	feminine	plural			85	difende	dice	difende	V2	difendono	num_violation	1615	PP
embedding_mental_SR	le donne dicono che le figlie difende le studentesse	feminine	plural	feminine	plural			111	difende	dice	difende	V2	difendono	num_violation	1616	PP
embedding_mental_SR	le studentesse dicono che le madri difende le sorelle	feminine	plural	feminine	plural			239	difende	dice	difende	V2	difendono	num_violation	1617	PP
embedding_mental_SR	le amiche dicono che gli attori difende le sorelle	feminine	plural	masculine	plural			514	difende	dice	difende	V2	difendono	num_violation	1618	PP
embedding_mental_SR	le figlie dicono che i ragazzi difende i fratelli	feminine	plural	masculine	plural			641	difende	dice	difende	V2	difendono	num_violation	1619	PP
embedding_mental_SR	le madri dicono che gli attori difende la donna	feminine	plural	masculine	plural			660	difende	dice	difende	V2	difendono	num_violation	1620	PP
embedding_mental_SR	gli amici dicono che le sorelle difende la figlia	masculine	plural	feminine	plural			2014	difende	dice	difende	V2	difendono	num_violation	1621	PP
embedding_mental_SR	gli uomini dicono che le amiche difende il bambino	masculine	plural	feminine	plural			2086	difende	dice	difende	V2	difendono	num_violation	1622	PP
embedding_mental_SR	gli uomini dicono che le sorelle difende l' attrice	masculine	plural	feminine	plural			2093	difende	dice	difende	V2	difendono	num_violation	1623	PP
embedding_mental_SR	i bambini dicono che le figlie difende l' uomo	masculine	plural	feminine	plural			2117	difende	dice	difende	V2	difendono	num_violation	1624	PP
embedding_mental_SR	i figli dicono che le donne difende gli amici	masculine	plural	feminine	plural			2175	difende	dice	difende	V2	difendono	num_violation	1625	PP
embedding_mental_SR	gli amici dicono che i ragazzi difende la bambina	masculine	plural	masculine	plural			2511	difende	dice	difende	V2	difendono	num_violation	1626	PP
embedding_mental_SR	gli amici dicono che i ragazzi difende la figlia	masculine	plural	masculine	plural			2512	difende	dice	difende	V2	difendono	num_violation	1627	PP
embedding_mental_SR	gli attori dicono che gli uomini difende le sorelle	masculine	plural	masculine	plural			2534	difende	dice	difende	V2	difendono	num_violation	1628	PP
embedding_mental_SR	i contadini dicono che gli studenti difende i padri	masculine	plural	masculine	plural			2630	difende	dice	difende	V2	difendono	num_violation	1629	PP
embedding_mental_SR	i ragazzi dicono che gli uomini difende i figli	masculine	plural	masculine	plural			2733	difende	dice	difende	V2	difendono	num_violation	1630	PP
embedding_mental_SR	le contadine dichiarano che le ragazze difende gli amici	feminine	plural	feminine	plural			74	difende	dichiara	difende	V2	difendono	num_violation	1631	PP
embedding_mental_SR	le donne dichiarano che le attrici difende le figlie	feminine	plural	feminine	plural			91	difende	dichiara	difende	V2	difendono	num_violation	1632	PP
embedding_mental_SR	le madri dichiarano che le studentesse difende i ragazzi	feminine	plural	feminine	plural			164	difende	dichiara	difende	V2	difendono	num_violation	1633	PP
embedding_mental_SR	le ragazze dichiarano che le bambine difende le donne	feminine	plural	feminine	plural			186	difende	dichiara	difende	V2	difendono	num_violation	1634	PP
embedding_mental_SR	le attrici dichiarano che gli studenti difende il fratello	feminine	plural	masculine	plural			535	difende	dichiara	difende	V2	difendono	num_violation	1635	PP
embedding_mental_SR	le attrici dichiarano che i padri difende la contadina	feminine	plural	masculine	plural			537	difende	dichiara	difende	V2	difendono	num_violation	1636	PP
embedding_mental_SR	le contadine dichiarano che i padri difende la studentessa	feminine	plural	masculine	plural			591	difende	dichiara	difende	V2	difendono	num_violation	1637	PP
embedding_mental_SR	le donne dichiarano che i figli difende le studentesse	feminine	plural	masculine	plural			610	difende	dichiara	difende	V2	difendono	num_violation	1638	PP
embedding_mental_SR	le ragazze dichiarano che i contadini difende le donne	feminine	plural	masculine	plural			675	difende	dichiara	difende	V2	difendono	num_violation	1639	PP
embedding_mental_SR	le sorelle dichiarano che i figli difende la studentessa	feminine	plural	masculine	plural			707	difende	dichiara	difende	V2	difendono	num_violation	1640	PP
embedding_mental_SR	gli studenti dichiarano che le ragazze difende la madre	masculine	plural	feminine	plural			2056	difende	dichiara	difende	V2	difendono	num_violation	1641	PP
embedding_mental_SR	i ragazzi dichiarano che le amiche difende le figlie	masculine	plural	feminine	plural			2226	difende	dichiara	difende	V2	difendono	num_violation	1642	PP
embedding_mental_SR	gli attori dichiarano che i fratelli difende l' uomo	masculine	plural	masculine	plural			2530	difende	dichiara	difende	V2	difendono	num_violation	1643	PP
embedding_mental_SR	gli studenti dichiarano che gli amici difende il bambino	masculine	plural	masculine	plural			2551	difende	dichiara	difende	V2	difendono	num_violation	1644	PP
embedding_mental_SR	gli studenti dichiarano che gli attori difende il figlio	masculine	plural	masculine	plural			2553	difende	dichiara	difende	V2	difendono	num_violation	1645	PP
embedding_mental_SR	gli studenti dichiarano che i padri difende i contadini	masculine	plural	masculine	plural			2560	difende	dichiara	difende	V2	difendono	num_violation	1646	PP
embedding_mental_SR	i bambini dichiarano che gli uomini difende gli studenti	masculine	plural	masculine	plural			2597	difende	dichiara	difende	V2	difendono	num_violation	1647	PP
embedding_mental_SR	i contadini dichiarano che i fratelli difende il padre	masculine	plural	masculine	plural			2623	difende	dichiara	difende	V2	difendono	num_violation	1648	PP
embedding_mental_SR	i figli dichiarano che gli studenti difende i ragazzi	masculine	plural	masculine	plural			2648	difende	dichiara	difende	V2	difendono	num_violation	1649	PP
embedding_mental_SR	le amiche ricordano che le madri difende le attrici	feminine	plural	feminine	plural			21	difende	ricorda	difende	V2	difendono	num_violation	1650	PP
embedding_mental_SR	le attrici ricordano che le contadine difende l' uomo	feminine	plural	feminine	plural			38	difende	ricorda	difende	V2	difendono	num_violation	1651	PP
embedding_mental_SR	le bambine ricordano che le amiche difende la donna	feminine	plural	feminine	plural			67	difende	ricorda	difende	V2	difendono	num_violation	1652	PP
embedding_mental_SR	le contadine ricordano che le bambine difende i figli	feminine	plural	feminine	plural			87	difende	ricorda	difende	V2	difendono	num_violation	1653	PP
embedding_mental_SR	le figlie ricordano che le ragazze difende gli studenti	feminine	plural	feminine	plural			144	difende	ricorda	difende	V2	difendono	num_violation	1654	PP
embedding_mental_SR	le bambine ricordano che gli uomini difende la donna	feminine	plural	masculine	plural			575	difende	ricorda	difende	V2	difendono	num_violation	1655	PP
embedding_mental_SR	le donne ricordano che i bambini difende il padre	feminine	plural	masculine	plural			626	difende	ricorda	difende	V2	difendono	num_violation	1656	PP
embedding_mental_SR	le studentesse ricordano che i bambini difende le amiche	feminine	plural	masculine	plural			741	difende	ricorda	difende	V2	difendono	num_violation	1657	PP
embedding_mental_SR	le studentesse ricordano che i ragazzi difende l' amica	feminine	plural	masculine	plural			749	difende	ricorda	difende	V2	difendono	num_violation	1658	PP
embedding_mental_SR	gli uomini ricordano che le amiche difende il figlio	masculine	plural	feminine	plural			2094	difende	ricorda	difende	V2	difendono	num_violation	1659	PP
embedding_mental_SR	gli studenti ricordano che gli attori difende il bambino	masculine	plural	masculine	plural			2566	difende	ricorda	difende	V2	difendono	num_violation	1660	PP
embedding_mental_SR	i bambini ricordano che i contadini difende la donna	masculine	plural	masculine	plural			2613	difende	ricorda	difende	V2	difendono	num_violation	1661	PP
embedding_mental_SR	i contadini ricordano che i fratelli difende il padre	masculine	plural	masculine	plural			2643	difende	ricorda	difende	V2	difendono	num_violation	1662	PP
embedding_mental_SR	l' amica dice che la bambina difendono l' attore	feminine	singular	feminine	singular			1252	difendono	dicono	difendono	V2	difende	num_violation	1663	SS
embedding_mental_SR	l' attrice dice che la contadina difendono il padre	feminine	singular	feminine	singular			1287	difendono	dicono	difendono	V2	difende	num_violation	1664	SS
embedding_mental_SR	la madre dice che l' amica difendono le contadine	feminine	singular	feminine	singular			1399	difendono	dicono	difendono	V2	difende	num_violation	1665	SS
embedding_mental_SR	l' attrice dice che il fratello difendono l' amico	feminine	singular	masculine	singular			1785	difendono	dicono	difendono	V2	difende	num_violation	1666	SS
embedding_mental_SR	l' attrice dice che il ragazzo difendono i fratelli	feminine	singular	masculine	singular			1786	difendono	dicono	difendono	V2	difende	num_violation	1667	SS
embedding_mental_SR	la bambina dice che il ragazzo difendono le sorelle	feminine	singular	masculine	singular			1808	difendono	dicono	difendono	V2	difende	num_violation	1668	SS
embedding_mental_SR	la bambina dice che l' uomo difendono i fratelli	feminine	singular	masculine	singular			1812	difendono	dicono	difendono	V2	difende	num_violation	1669	SS
embedding_mental_SR	la contadina dice che lo studente difendono il figlio	feminine	singular	masculine	singular			1830	difendono	dicono	difendono	V2	difende	num_violation	1670	SS
embedding_mental_SR	la donna dice che il bambino difendono le amiche	feminine	singular	masculine	singular			1851	difendono	dicono	difendono	V2	difende	num_violation	1671	SS
embedding_mental_SR	la donna dice che il ragazzo difendono i bambini	feminine	singular	masculine	singular			1855	difendono	dicono	difendono	V2	difende	num_violation	1672	SS
embedding_mental_SR	il bambino dice che l' attrice difendono l' amico	masculine	singular	feminine	singular			3251	difendono	dicono	difendono	V2	difende	num_violation	1673	SS
embedding_mental_SR	il fratello dice che la bambina difendono il contadino	masculine	singular	feminine	singular			3313	difendono	dicono	difendono	V2	difende	num_violation	1674	SS
embedding_mental_SR	il ragazzo dice che l' amica difendono l' attrice	masculine	singular	feminine	singular			3376	difendono	dicono	difendono	V2	difende	num_violation	1675	SS
embedding_mental_SR	l' uomo dice che la figlia difendono il fratello	masculine	singular	feminine	singular			3453	difendono	dicono	difendono	V2	difende	num_violation	1676	SS
embedding_mental_SR	lo studente dice che la figlia difendono l' amica	masculine	singular	feminine	singular			3477	difendono	dicono	difendono	V2	difende	num_violation	1677	SS
embedding_mental_SR	il bambino dice che l' amico difendono i contadini	masculine	singular	masculine	singular			3763	difendono	dicono	difendono	V2	difende	num_violation	1678	SS
embedding_mental_SR	il bambino dice che l' uomo difendono la ragazza	masculine	singular	masculine	singular			3767	difendono	dicono	difendono	V2	difende	num_violation	1679	SS
embedding_mental_SR	il figlio dice che l' amico difendono le studentesse	masculine	singular	masculine	singular			3822	difendono	dicono	difendono	V2	difende	num_violation	1680	SS
embedding_mental_SR	il fratello dice che l' attore difendono la bambina	masculine	singular	masculine	singular			3851	difendono	dicono	difendono	V2	difende	num_violation	1681	SS
embedding_mental_SR	il ragazzo dice che l' attore difendono l' amico	masculine	singular	masculine	singular			3891	difendono	dicono	difendono	V2	difende	num_violation	1682	SS
embedding_mental_SR	l' amica dichiara che la sorella difendono la bambina	feminine	singular	feminine	singular			1272	difendono	dichiarano	difendono	V2	difende	num_violation	1683	SS
embedding_mental_SR	l' attrice dichiara che la bambina difendono la madre	feminine	singular	feminine	singular			1292	difendono	dichiarano	difendono	V2	difende	num_violation	1684	SS
embedding_mental_SR	la contadina dichiara che la donna difendono le figlie	feminine	singular	feminine	singular			1347	difendono	dichiarano	difendono	V2	difende	num_violation	1685	SS
embedding_mental_SR	la donna dichiara che la sorella difendono il padre	feminine	singular	feminine	singular			1361	difendono	dichiarano	difendono	V2	difende	num_violation	1686	SS
embedding_mental_SR	la ragazza dichiara che la studentessa difendono la figlia	feminine	singular	feminine	singular			1440	difendono	dichiarano	difendono	V2	difende	num_violation	1687	SS
embedding_mental_SR	la sorella dichiara che l' amica difendono il contadino	feminine	singular	feminine	singular			1460	difendono	dichiarano	difendono	V2	difende	num_violation	1688	SS
embedding_mental_SR	la sorella dichiara che la bambina difendono le madri	feminine	singular	feminine	singular			1462	difendono	dichiarano	difendono	V2	difende	num_violation	1689	SS
embedding_mental_SR	l' attrice dichiara che l' uomo difendono lo studente	feminine	singular	masculine	singular			1798	difendono	dichiarano	difendono	V2	difende	num_violation	1690	SS
embedding_mental_SR	la contadina dichiara che lo studente difendono l' amica	feminine	singular	masculine	singular			1840	difendono	dichiarano	difendono	V2	difende	num_violation	1691	SS
embedding_mental_SR	la sorella dichiara che il contadino difendono le attrici	feminine	singular	masculine	singular			1957	difendono	dichiarano	difendono	V2	difende	num_violation	1692	SS
embedding_mental_SR	la sorella dichiara che il ragazzo difendono la studentessa	feminine	singular	masculine	singular			1960	difendono	dichiarano	difendono	V2	difende	num_violation	1693	SS
embedding_mental_SR	la studentessa dichiara che l' attore difendono gli amici	feminine	singular	masculine	singular			1986	difendono	dichiarano	difendono	V2	difende	num_violation	1694	SS
embedding_mental_SR	la studentessa dichiara che l' attore difendono la sorella	feminine	singular	masculine	singular			1987	difendono	dichiarano	difendono	V2	difende	num_violation	1695	SS
embedding_mental_SR	il padre dichiara che la donna difendono le ragazze	masculine	singular	feminine	singular			3352	difendono	dichiarano	difendono	V2	difende	num_violation	1696	SS
embedding_mental_SR	lo studente dichiara che la ragazza difendono i contadini	masculine	singular	feminine	singular			3489	difendono	dichiarano	difendono	V2	difende	num_violation	1697	SS
embedding_mental_SR	il contadino dichiara che il padre difendono le ragazze	masculine	singular	masculine	singular			3792	difendono	dichiarano	difendono	V2	difende	num_violation	1698	SS
embedding_mental_SR	il fratello dichiara che il contadino difendono l' amico	masculine	singular	masculine	singular			3854	difendono	dichiarano	difendono	V2	difende	num_violation	1699	SS
embedding_mental_SR	il fratello dichiara che il figlio difendono l' attrice	masculine	singular	masculine	singular			3855	difendono	dichiarano	difendono	V2	difende	num_violation	1700	SS
embedding_mental_SR	il fratello dichiara che il figlio difendono i padri	masculine	singular	masculine	singular			3856	difendono	dichiarano	difendono	V2	difende	num_violation	1701	SS
embedding_mental_SR	l' attrice ricorda che la contadina difendono le madri	feminine	singular	feminine	singular			1299	difendono	ricordano	difendono	V2	difende	num_violation	1702	SS
embedding_mental_SR	la bambina ricorda che la ragazza difendono la donna	feminine	singular	feminine	singular			1329	difendono	ricordano	difendono	V2	difende	num_violation	1703	SS
embedding_mental_SR	la contadina ricorda che la ragazza difendono le bambine	feminine	singular	feminine	singular			1352	difendono	ricordano	difendono	V2	difende	num_violation	1704	SS
embedding_mental_SR	la donna ricorda che la figlia difendono la madre	feminine	singular	feminine	singular			1368	difendono	ricordano	difendono	V2	difende	num_violation	1705	SS
embedding_mental_SR	la studentessa ricorda che la donna difendono l' attrice	feminine	singular	feminine	singular			1497	difendono	ricordano	difendono	V2	difende	num_violation	1706	SS
embedding_mental_SR	l' amica ricorda che il bambino difendono la donna	feminine	singular	masculine	singular			1771	difendono	ricordano	difendono	V2	difende	num_violation	1707	SS
embedding_mental_SR	l' amica ricorda che l' uomo difendono le ragazze	feminine	singular	masculine	singular			1779	difendono	ricordano	difendono	V2	difende	num_violation	1708	SS
embedding_mental_SR	la bambina ricorda che l' amico difendono la ragazza	feminine	singular	masculine	singular			1820	difendono	ricordano	difendono	V2	difende	num_violation	1709	SS
embedding_mental_SR	la contadina ricorda che l' uomo difendono le figlie	feminine	singular	masculine	singular			1849	difendono	ricordano	difendono	V2	difende	num_violation	1710	SS
embedding_mental_SR	la figlia ricorda che lo studente difendono il ragazzo	feminine	singular	masculine	singular			1902	difendono	ricordano	difendono	V2	difende	num_violation	1711	SS
embedding_mental_SR	la madre ricorda che il contadino difendono le figlie	feminine	singular	masculine	singular			1923	difendono	ricordano	difendono	V2	difende	num_violation	1712	SS
embedding_mental_SR	la studentessa ricorda che il padre difendono l' amica	feminine	singular	masculine	singular			1995	difendono	ricordano	difendono	V2	difende	num_violation	1713	SS
embedding_mental_SR	il contadino ricorda che la figlia difendono l' uomo	masculine	singular	feminine	singular			3286	difendono	ricordano	difendono	V2	difende	num_violation	1714	SS
embedding_mental_SR	l' amico ricorda che la sorella difendono i figli	masculine	singular	feminine	singular			3426	difendono	ricordano	difendono	V2	difende	num_violation	1715	SS
embedding_mental_SR	l' uomo ricorda che l' attrice difendono la figlia	masculine	singular	feminine	singular			3467	difendono	ricordano	difendono	V2	difende	num_violation	1716	SS
embedding_mental_SR	lo studente ricorda che l' amica difendono la contadina	masculine	singular	feminine	singular			3493	difendono	ricordano	difendono	V2	difende	num_violation	1717	SS
embedding_mental_SR	il contadino ricorda che l' uomo difendono le madri	masculine	singular	masculine	singular			3810	difendono	ricordano	difendono	V2	difende	num_violation	1718	SS
embedding_mental_SR	il figlio ricorda che il fratello difendono la ragazza	masculine	singular	masculine	singular			3840	difendono	ricordano	difendono	V2	difende	num_violation	1719	SS
embedding_mental_SR	il fratello ricorda che il ragazzo difendono i padri	masculine	singular	masculine	singular			3862	difendono	ricordano	difendono	V2	difende	num_violation	1720	SS
embedding_mental_SR	il fratello ricorda che l' attore difendono le ragazze	masculine	singular	masculine	singular			3864	difendono	ricordano	difendono	V2	difende	num_violation	1721	SS
embedding_mental_SR	l' amico ricorda che il padre difendono i ragazzi	masculine	singular	masculine	singular			3925	difendono	ricordano	difendono	V2	difende	num_violation	1722	SS
embedding_mental_SR	l' attore ricorda che il padre difendono le bambine	masculine	singular	masculine	singular			3950	difendono	ricordano	difendono	V2	difende	num_violation	1723	SS
embedding_mental_SR	l' attore ricorda che l' uomo difendono la contadina	masculine	singular	masculine	singular			3951	difendono	ricordano	difendono	V2	difende	num_violation	1724	SS
embedding_mental_SR	le amiche dicono che la contadina difendono la figlia	feminine	plural	feminine	singular			262	difendono	dice	difendono	V2	difende	num_violation	1725	PS
embedding_mental_SR	le donne dicono che la figlia difendono il bambino	feminine	plural	feminine	singular			355	difendono	dice	difendono	V2	difende	num_violation	1726	PS
embedding_mental_SR	le figlie dicono che la donna difendono la madre	feminine	plural	feminine	singular			383	difendono	dice	difendono	V2	difende	num_violation	1727	PS
embedding_mental_SR	le figlie dicono che la ragazza difendono lo studente	feminine	plural	feminine	singular			385	difendono	dice	difendono	V2	difende	num_violation	1728	PS
embedding_mental_SR	le figlie dicono che la sorella difendono la studentessa	feminine	plural	feminine	singular			387	difendono	dice	difendono	V2	difende	num_violation	1729	PS
embedding_mental_SR	le figlie dicono che la studentessa difendono la donna	feminine	plural	feminine	singular			391	difendono	dice	difendono	V2	difende	num_violation	1730	PS
embedding_mental_SR	le madri dicono che la donna difendono le attrici	feminine	plural	feminine	singular			408	difendono	dice	difendono	V2	difende	num_violation	1731	PS
embedding_mental_SR	le madri dicono che la studentessa difendono le sorelle	feminine	plural	feminine	singular			415	difendono	dice	difendono	V2	difende	num_violation	1732	PS
embedding_mental_SR	le studentesse dicono che la madre difendono il figlio	feminine	plural	feminine	singular			492	difendono	dice	difendono	V2	difende	num_violation	1733	PS
embedding_mental_SR	le amiche dicono che l' attore difendono lo studente	feminine	plural	masculine	singular			765	difendono	dice	difendono	V2	difende	num_violation	1734	PS
embedding_mental_SR	le bambine dicono che il figlio difendono gli uomini	feminine	plural	masculine	singular			817	difendono	dice	difendono	V2	difende	num_violation	1735	PS
embedding_mental_SR	le figlie dicono che lo studente difendono gli uomini	feminine	plural	masculine	singular			892	difendono	dice	difendono	V2	difende	num_violation	1736	PS
embedding_mental_SR	le studentesse dicono che il contadino difendono il bambino	feminine	plural	masculine	singular			978	difendono	dice	difendono	V2	difende	num_violation	1737	PS
embedding_mental_SR	gli amici dicono che la contadina difendono gli uomini	masculine	plural	feminine	singular			2254	difendono	dice	difendono	V2	difende	num_violation	1738	PS
embedding_mental_SR	gli attori dicono che la sorella difendono la donna	masculine	plural	feminine	singular			2280	difendono	dice	difendono	V2	difende	num_violation	1739	PS
