a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type	p_number	q_condition	
embedding_mental_SR	le amiche dicono che le matite accolgono la sorella	feminine	plural	masculine	plural			521	matite	dice	accoglie	N2	i ragazzi	inanimate	3505	PP	SP
embedding_mental_SR	le amiche ricordano che le matite evitano la contadina	feminine	plural	masculine	plural			526	matite	ricorda	evita	N2	gli studenti	inanimate	3506	PP	SP
embedding_mental_SR	le amiche ricordano che le matite bloccano i contadini	feminine	plural	masculine	plural			531	matite	ricorda	blocca	N2	i ragazzi	inanimate	3507	PP	SP
embedding_mental_SR	le attrici dichiarano che le matite salutano il bambino	feminine	plural	masculine	plural			536	matite	dichiara	saluta	N2	gli uomini	inanimate	3508	PP	SP
embedding_mental_SR	le attrici dichiarano che le matite salutano la sorella	feminine	plural	masculine	plural			541	matite	dichiara	saluta	N2	i ragazzi	inanimate	3509	PP	SP
embedding_mental_SR	le attrici dicono che le matite conoscono l' uomo	feminine	plural	masculine	plural			546	matite	dice	conosce	N2	i figli	inanimate	3510	PP	SP
embedding_mental_SR	le attrici ricordano che le matite fermano le ragazze	feminine	plural	masculine	plural			551	matite	ricorda	ferma	N2	gli amici	inanimate	3511	PP	SP
embedding_mental_SR	le attrici ricordano che le matite amano gli amici	feminine	plural	masculine	plural			556	matite	ricorda	ama	N2	i ragazzi	inanimate	3512	PP	SP
embedding_mental_SR	le bambine dichiarano che le matite attraggono gli amici	feminine	plural	masculine	plural			561	matite	dichiara	attrae	N2	i contadini	inanimate	3513	PP	SP
embedding_mental_SR	le bambine dicono che le matite conoscono la madre	feminine	plural	masculine	plural			566	matite	dice	conosce	N2	gli attori	inanimate	3514	PP	SP
embedding_mental_SR	le bambine ricordano che le matite incontrano la madre	feminine	plural	masculine	plural			571	matite	ricorda	incontra	N2	gli amici	inanimate	3515	PP	SP
embedding_mental_SR	le bambine ricordano che le matite interrompono la contadina	feminine	plural	masculine	plural			576	matite	ricorda	interrompe	N2	gli uomini	inanimate	3516	PP	SP
embedding_mental_SR	le bambine ricordano che le matite guardano le figlie	feminine	plural	masculine	plural			581	matite	ricorda	guarda	N2	i fratelli	inanimate	3517	PP	SP
embedding_mental_SR	le contadine dichiarano che le matite fermano gli attori	feminine	plural	masculine	plural			586	matite	dichiara	ferma	N2	gli uomini	inanimate	3518	PP	SP
embedding_mental_SR	le contadine dichiarano che le matite difendono la studentessa	feminine	plural	masculine	plural			591	matite	dichiara	difende	N2	i padri	inanimate	3519	PP	SP
embedding_mental_SR	le contadine dicono che le matite bloccano la sorella	feminine	plural	masculine	plural			596	matite	dice	blocca	N2	gli studenti	inanimate	3520	PP	SP
embedding_mental_SR	le contadine ricordano che le matite criticano le donne	feminine	plural	masculine	plural			601	matite	ricorda	critica	N2	gli uomini	inanimate	3521	PP	SP
embedding_mental_SR	le donne dichiarano che le matite fermano le figlie	feminine	plural	masculine	plural			606	matite	dichiara	ferma	N2	gli studenti	inanimate	3522	PP	SP
embedding_mental_SR	le donne dichiarano che le matite interrompono i bambini	feminine	plural	masculine	plural			611	matite	dichiara	interrompe	N2	i figli	inanimate	3523	PP	SP
embedding_mental_SR	le donne dicono che le matite osservano gli uomini	feminine	plural	masculine	plural			616	matite	dice	osserva	N2	i bambini	inanimate	3524	PP	SP
embedding_mental_SR	le donne ricordano che le matite evitano le madri	feminine	plural	masculine	plural			621	matite	ricorda	evita	N2	gli amici	inanimate	3525	PP	SP
embedding_mental_SR	le donne ricordano che le matite difendono il padre	feminine	plural	masculine	plural			626	matite	ricorda	difende	N2	i bambini	inanimate	3526	PP	SP
embedding_mental_SR	le figlie dichiarano che le matite ignorano la sorella	feminine	plural	masculine	plural			631	matite	dichiara	ignora	N2	gli amici	inanimate	3527	PP	SP
embedding_mental_SR	le figlie dichiarano che le matite incontrano lo studente	feminine	plural	masculine	plural			636	matite	dichiara	incontra	N2	i ragazzi	inanimate	3528	PP	SP
embedding_mental_SR	le figlie dicono che le matite difendono i fratelli	feminine	plural	masculine	plural			641	matite	dice	difende	N2	i ragazzi	inanimate	3529	PP	SP
embedding_mental_SR	le figlie ricordano che le matite salutano l' attore	feminine	plural	masculine	plural			646	matite	ricorda	saluta	N2	gli studenti	inanimate	3530	PP	SP
embedding_mental_SR	le figlie ricordano che le matite incontrano le sorelle	feminine	plural	masculine	plural			651	matite	ricorda	incontra	N2	i padri	inanimate	3531	PP	SP
embedding_mental_SR	le madri dichiarano che le matite interrompono il ragazzo	feminine	plural	masculine	plural			656	matite	dichiara	interrompe	N2	i bambini	inanimate	3532	PP	SP
embedding_mental_SR	le madri dicono che le matite incontrano i ragazzi	feminine	plural	masculine	plural			661	matite	dice	incontra	N2	gli attori	inanimate	3533	PP	SP
embedding_mental_SR	le madri dicono che le matite guardano le ragazze	feminine	plural	masculine	plural			666	matite	dice	guarda	N2	i bambini	inanimate	3534	PP	SP
embedding_mental_SR	le madri ricordano che le matite osservano i bambini	feminine	plural	masculine	plural			671	matite	ricorda	osserva	N2	i ragazzi	inanimate	3535	PP	SP
embedding_mental_SR	le ragazze dichiarano che le matite evitano gli studenti	feminine	plural	masculine	plural			676	matite	dichiara	evita	N2	i figli	inanimate	3536	PP	SP
embedding_mental_SR	le ragazze dicono che le matite indicano l' amica	feminine	plural	masculine	plural			681	matite	dice	indica	N2	gli studenti	inanimate	3537	PP	SP
embedding_mental_SR	le ragazze ricordano che le matite salutano l' attore	feminine	plural	masculine	plural			686	matite	ricorda	saluta	N2	gli amici	inanimate	3538	PP	SP
embedding_mental_SR	le ragazze ricordano che le matite indicano il contadino	feminine	plural	masculine	plural			691	matite	ricorda	indica	N2	i bambini	inanimate	3539	PP	SP
embedding_mental_SR	le ragazze ricordano che le matite guardano le donne	feminine	plural	masculine	plural			696	matite	ricorda	guarda	N2	i fratelli	inanimate	3540	PP	SP
embedding_mental_SR	le sorelle dichiarano che le matite bloccano la studentessa	feminine	plural	masculine	plural			701	matite	dichiara	blocca	N2	gli uomini	inanimate	3541	PP	SP
embedding_mental_SR	le sorelle dichiarano che le matite accolgono l' amica	feminine	plural	masculine	plural			706	matite	dichiara	accoglie	N2	i figli	inanimate	3542	PP	SP
embedding_mental_SR	le sorelle dichiarano che le matite incontrano l' uomo	feminine	plural	masculine	plural			711	matite	dichiara	incontra	N2	i padri	inanimate	3543	PP	SP
embedding_mental_SR	le sorelle dicono che le matite fermano le figlie	feminine	plural	masculine	plural			716	matite	dice	ferma	N2	gli studenti	inanimate	3544	PP	SP
embedding_mental_SR	le sorelle ricordano che le matite fermano la contadina	feminine	plural	masculine	plural			721	matite	ricorda	ferma	N2	gli studenti	inanimate	3545	PP	SP
embedding_mental_SR	le sorelle ricordano che le matite ignorano il padre	feminine	plural	masculine	plural			726	matite	ricorda	ignora	N2	i ragazzi	inanimate	3546	PP	SP
embedding_mental_SR	le studentesse dichiarano che le matite evitano l' amico	feminine	plural	masculine	plural			731	matite	dichiara	evita	N2	i figli	inanimate	3547	PP	SP
embedding_mental_SR	le studentesse dicono che le matite attraggono il ragazzo	feminine	plural	masculine	plural			736	matite	dice	attrae	N2	i padri	inanimate	3548	PP	SP
embedding_mental_SR	le studentesse ricordano che le matite difendono le amiche	feminine	plural	masculine	plural			741	matite	ricorda	difende	N2	i bambini	inanimate	3549	PP	SP
embedding_mental_SR	le studentesse ricordano che le matite accolgono l' uomo	feminine	plural	masculine	plural			746	matite	ricorda	accoglie	N2	i figli	inanimate	3550	PP	SP
embedding_mental_SR	le amiche dichiarano che le matite saluta lo studente	feminine	plural	masculine	singular			751	matite	dichiara	salutano	N2	il bambino	inanimate	3551	PS	SS
embedding_mental_SR	le amiche dichiarano che le matite ama i figli	feminine	plural	masculine	singular			756	matite	dichiara	amano	N2	il fratello	inanimate	3552	PS	SS
embedding_mental_SR	le amiche dichiarano che le matite critica i contadini	feminine	plural	masculine	singular			761	matite	dichiara	criticano	N2	l' uomo	inanimate	3553	PS	SS
embedding_mental_SR	le amiche dicono che le matite blocca la studentessa	feminine	plural	masculine	singular			766	matite	dice	bloccano	N2	l' uomo	inanimate	3554	PS	SS
embedding_mental_SR	le amiche ricordano che le matite difende la sorella	feminine	plural	masculine	singular			771	matite	ricorda	difendono	N2	il bambino	inanimate	3555	PS	SS
embedding_mental_SR	le amiche ricordano che le matite conosce le bambine	feminine	plural	masculine	singular			776	matite	ricorda	conoscono	N2	il ragazzo	inanimate	3556	PS	SS
embedding_mental_SR	le attrici dichiarano che le matite interrompe le studentesse	feminine	plural	masculine	singular			781	matite	dichiara	interrompono	N2	il contadino	inanimate	3557	PS	SS
embedding_mental_SR	le attrici dichiarano che le matite critica i contadini	feminine	plural	masculine	singular			786	matite	dichiara	criticano	N2	il ragazzo	inanimate	3558	PS	SS
embedding_mental_SR	le attrici dichiarano che le matite indica le figlie	feminine	plural	masculine	singular			791	matite	dichiara	indicano	N2	l' amico	inanimate	3559	PS	SS
embedding_mental_SR	le attrici dicono che le matite indica il fratello	feminine	plural	masculine	singular			796	matite	dice	indicano	N2	il padre	inanimate	3560	PS	SS
embedding_mental_SR	le attrici dicono che le matite critica le amiche	feminine	plural	masculine	singular			801	matite	dice	criticano	N2	lo studente	inanimate	3561	PS	SS
embedding_mental_SR	le attrici ricordano che le matite incontra la figlia	feminine	plural	masculine	singular			806	matite	ricorda	incontrano	N2	lo studente	inanimate	3562	PS	SS
embedding_mental_SR	le bambine dichiarano che le matite evita la donna	feminine	plural	masculine	singular			811	matite	dichiara	evitano	N2	il padre	inanimate	3563	PS	SS
embedding_mental_SR	le bambine dicono che le matite critica le contadine	feminine	plural	masculine	singular			816	matite	dice	criticano	N2	il figlio	inanimate	3564	PS	SS
embedding_mental_SR	le bambine dicono che le matite incontra le amiche	feminine	plural	masculine	singular			821	matite	dice	incontrano	N2	il padre	inanimate	3565	PS	SS
embedding_mental_SR	le bambine dicono che le matite evita il fratello	feminine	plural	masculine	singular			826	matite	dice	evitano	N2	l' amico	inanimate	3566	PS	SS
embedding_mental_SR	le bambine dicono che le matite attrae la sorella	feminine	plural	masculine	singular			831	matite	dice	attraggono	N2	lo studente	inanimate	3567	PS	SS
embedding_mental_SR	le bambine ricordano che le matite interrompe la sorella	feminine	plural	masculine	singular			836	matite	ricorda	interrompono	N2	l' amico	inanimate	3568	PS	SS
embedding_mental_SR	le contadine dichiarano che le matite difende i figli	feminine	plural	masculine	singular			841	matite	dichiara	difendono	N2	l' amico	inanimate	3569	PS	SS
embedding_mental_SR	le contadine dicono che le matite accoglie le studentesse	feminine	plural	masculine	singular			846	matite	dice	accolgono	N2	il fratello	inanimate	3570	PS	SS
embedding_mental_SR	le contadine dicono che le matite indica i figli	feminine	plural	masculine	singular			851	matite	dice	indicano	N2	il ragazzo	inanimate	3571	PS	SS
embedding_mental_SR	le contadine ricordano che le matite blocca le bambine	feminine	plural	masculine	singular			856	matite	ricorda	bloccano	N2	l' amico	inanimate	3572	PS	SS
embedding_mental_SR	le donne dichiarano che le matite interrompe l' attrice	feminine	plural	masculine	singular			861	matite	dichiara	interrompono	N2	il bambino	inanimate	3573	PS	SS
embedding_mental_SR	le donne dicono che le matite conosce gli uomini	feminine	plural	masculine	singular			866	matite	dice	conoscono	N2	il contadino	inanimate	3574	PS	SS
embedding_mental_SR	le donne ricordano che le matite indica i padri	feminine	plural	masculine	singular			871	matite	ricorda	indicano	N2	il figlio	inanimate	3575	PS	SS
embedding_mental_SR	le donne ricordano che le matite saluta gli attori	feminine	plural	masculine	singular			876	matite	ricorda	salutano	N2	il ragazzo	inanimate	3576	PS	SS
embedding_mental_SR	le figlie dichiarano che le matite difende la madre	feminine	plural	masculine	singular			881	matite	dichiara	difendono	N2	l' attore	inanimate	3577	PS	SS
embedding_mental_SR	le figlie dicono che le matite saluta l' attrice	feminine	plural	masculine	singular			886	matite	dice	salutano	N2	il padre	inanimate	3578	PS	SS
embedding_mental_SR	le figlie dicono che le matite indica l' attrice	feminine	plural	masculine	singular			891	matite	dice	indicano	N2	l' uomo	inanimate	3579	PS	SS
embedding_mental_SR	le figlie ricordano che le matite ignora lo studente	feminine	plural	masculine	singular			896	matite	ricorda	ignorano	N2	il contadino	inanimate	3580	PS	SS
embedding_mental_SR	le figlie ricordano che le matite evita gli uomini	feminine	plural	masculine	singular			901	matite	ricorda	evitano	N2	l' amico	inanimate	3581	PS	SS
embedding_mental_SR	le madri dichiarano che le matite accoglie la bambina	feminine	plural	masculine	singular			906	matite	dichiara	accolgono	N2	il figlio	inanimate	3582	PS	SS
embedding_mental_SR	le madri dichiarano che le matite critica il contadino	feminine	plural	masculine	singular			911	matite	dichiara	criticano	N2	il ragazzo	inanimate	3583	PS	SS
embedding_mental_SR	le madri dicono che le matite ferma l' amica	feminine	plural	masculine	singular			916	matite	dice	fermano	N2	il bambino	inanimate	3584	PS	SS
embedding_mental_SR	le madri dicono che le matite blocca i fratelli	feminine	plural	masculine	singular			921	matite	dice	bloccano	N2	lo studente	inanimate	3585	PS	SS
embedding_mental_SR	le madri ricordano che le matite critica i bambini	feminine	plural	masculine	singular			926	matite	ricorda	criticano	N2	l' amico	inanimate	3586	PS	SS
embedding_mental_SR	le madri ricordano che le matite incontra i figli	feminine	plural	masculine	singular			931	matite	ricorda	incontrano	N2	lo studente	inanimate	3587	PS	SS
embedding_mental_SR	le ragazze dicono che le matite incontra il padre	feminine	plural	masculine	singular			936	matite	dice	incontrano	N2	l' attore	inanimate	3588	PS	SS
embedding_mental_SR	le ragazze ricordano che le matite indica il padre	feminine	plural	masculine	singular			941	matite	ricorda	indicano	N2	il fratello	inanimate	3589	PS	SS
embedding_mental_SR	le ragazze ricordano che le matite osserva il padre	feminine	plural	masculine	singular			946	matite	ricorda	osservano	N2	l' amico	inanimate	3590	PS	SS
embedding_mental_SR	le sorelle dichiarano che le matite osserva le donne	feminine	plural	masculine	singular			951	matite	dichiara	osservano	N2	il ragazzo	inanimate	3591	PS	SS
embedding_mental_SR	le sorelle dicono che le matite conosce i fratelli	feminine	plural	masculine	singular			956	matite	dice	conoscono	N2	il bambino	inanimate	3592	PS	SS
embedding_mental_SR	le sorelle dicono che le matite ama gli attori	feminine	plural	masculine	singular			961	matite	dice	amano	N2	l' uomo	inanimate	3593	PS	SS
embedding_mental_SR	le sorelle ricordano che le matite incontra il fratello	feminine	plural	masculine	singular			966	matite	ricorda	incontrano	N2	il figlio	inanimate	3594	PS	SS
embedding_mental_SR	le studentesse dichiarano che le matite critica le sorelle	feminine	plural	masculine	singular			971	matite	dichiara	criticano	N2	il bambino	inanimate	3595	PS	SS
embedding_mental_SR	le studentesse dichiarano che le matite difende le madri	feminine	plural	masculine	singular			976	matite	dichiara	difendono	N2	l' uomo	inanimate	3596	PS	SS
embedding_mental_SR	le studentesse dicono che le matite blocca la donna	feminine	plural	masculine	singular			981	matite	dice	bloccano	N2	il fratello	inanimate	3597	PS	SS
embedding_mental_SR	le studentesse dicono che le matite incontra i padri	feminine	plural	masculine	singular			986	matite	dice	incontrano	N2	l' attore	inanimate	3598	PS	SS
embedding_mental_SR	le studentesse ricordano che le matite indica le bambine	feminine	plural	masculine	singular			991	matite	ricorda	indicano	N2	il figlio	inanimate	3599	PS	SS
embedding_mental_SR	le studentesse ricordano che le matite ferma la bambina	feminine	plural	masculine	singular			996	matite	ricorda	fermano	N2	l' amico	inanimate	3600	PS	SS
embedding_mental_SR	l' orologio dice che le figlie indicano i ragazzi	masculine	singular	feminine	plural			3005	orologio	dicono	indica	N1	il bambino	inanimate	3601	SP	PP
embedding_mental_SR	l' orologio dice che le studentesse incontrano la figlia	masculine	singular	feminine	plural			3010	orologio	dicono	incontra	N1	il bambino	inanimate	3602	SP	PP
embedding_mental_SR	l' orologio dichiara che le madri conoscono gli uomini	masculine	singular	feminine	plural			3015	orologio	dichiarano	conosce	N1	il bambino	inanimate	3603	SP	PP
embedding_mental_SR	l' orologio dichiara che le sorelle salutano i fratelli	masculine	singular	feminine	plural			3020	orologio	dichiarano	saluta	N1	il bambino	inanimate	3604	SP	PP
embedding_mental_SR	l' orologio ricorda che le amiche evitano la studentessa	masculine	singular	feminine	plural			3025	orologio	ricordano	evita	N1	il bambino	inanimate	3605	SP	PP
embedding_mental_SR	l' orologio ricorda che le donne difendono la contadina	masculine	singular	feminine	plural			3030	orologio	ricordano	difende	N1	il bambino	inanimate	3606	SP	PP
embedding_mental_SR	l' orologio ricorda che le madri interrompono gli uomini	masculine	singular	feminine	plural			3035	orologio	ricordano	interrompe	N1	il bambino	inanimate	3607	SP	PP
embedding_mental_SR	l' orologio dice che le bambine incontrano la ragazza	masculine	singular	feminine	plural			3040	orologio	dicono	incontra	N1	il contadino	inanimate	3608	SP	PP
embedding_mental_SR	l' orologio dichiara che le madri fermano i figli	masculine	singular	feminine	plural			3045	orologio	dichiarano	ferma	N1	il contadino	inanimate	3609	SP	PP
embedding_mental_SR	l' orologio dichiara che le sorelle salutano i fratelli	masculine	singular	feminine	plural			3050	orologio	dichiarano	saluta	N1	il contadino	inanimate	3610	SP	PP
embedding_mental_SR	l' orologio ricorda che le donne criticano il padre	masculine	singular	feminine	plural			3055	orologio	ricordano	critica	N1	il contadino	inanimate	3611	SP	PP
embedding_mental_SR	l' orologio dice che le amiche fermano le madri	masculine	singular	feminine	plural			3060	orologio	dicono	ferma	N1	il figlio	inanimate	3612	SP	PP
embedding_mental_SR	l' orologio dice che le donne difendono la ragazza	masculine	singular	feminine	plural			3065	orologio	dicono	difende	N1	il figlio	inanimate	3613	SP	PP
embedding_mental_SR	l' orologio dichiara che le bambine incontrano le madri	masculine	singular	feminine	plural			3070	orologio	dichiarano	incontra	N1	il figlio	inanimate	3614	SP	PP
embedding_mental_SR	l' orologio dichiara che le studentesse guardano i contadini	masculine	singular	feminine	plural			3075	orologio	dichiarano	guarda	N1	il figlio	inanimate	3615	SP	PP
embedding_mental_SR	l' orologio ricorda che le donne osservano la madre	masculine	singular	feminine	plural			3080	orologio	ricordano	osserva	N1	il figlio	inanimate	3616	SP	PP
embedding_mental_SR	l' orologio dice che le bambine difendono gli studenti	masculine	singular	feminine	plural			3085	orologio	dicono	difende	N1	il fratello	inanimate	3617	SP	PP
embedding_mental_SR	l' orologio dice che le ragazze conoscono la studentessa	masculine	singular	feminine	plural			3090	orologio	dicono	conosce	N1	il fratello	inanimate	3618	SP	PP
embedding_mental_SR	l' orologio dichiara che le contadine amano la figlia	masculine	singular	feminine	plural			3095	orologio	dichiarano	ama	N1	il fratello	inanimate	3619	SP	PP
embedding_mental_SR	l' orologio dichiara che le studentesse osservano la contadina	masculine	singular	feminine	plural			3100	orologio	dichiarano	osserva	N1	il fratello	inanimate	3620	SP	PP
embedding_mental_SR	l' orologio ricorda che le figlie criticano il padre	masculine	singular	feminine	plural			3105	orologio	ricordano	critica	N1	il fratello	inanimate	3621	SP	PP
embedding_mental_SR	l' orologio dice che le amiche incontrano la contadina	masculine	singular	feminine	plural			3110	orologio	dicono	incontra	N1	il padre	inanimate	3622	SP	PP
embedding_mental_SR	l' orologio dice che le donne fermano l' attore	masculine	singular	feminine	plural			3115	orologio	dicono	ferma	N1	il padre	inanimate	3623	SP	PP
embedding_mental_SR	l' orologio dichiara che le figlie guardano la madre	masculine	singular	feminine	plural			3120	orologio	dichiarano	guarda	N1	il padre	inanimate	3624	SP	PP
embedding_mental_SR	l' orologio ricorda che le bambine evitano il figlio	masculine	singular	feminine	plural			3125	orologio	ricordano	evita	N1	il padre	inanimate	3625	SP	PP
embedding_mental_SR	l' orologio ricorda che le ragazze evitano le figlie	masculine	singular	feminine	plural			3130	orologio	ricordano	evita	N1	il padre	inanimate	3626	SP	PP
embedding_mental_SR	l' orologio ricorda che le studentesse indicano l' amico	masculine	singular	feminine	plural			3135	orologio	ricordano	indica	N1	il padre	inanimate	3627	SP	PP
embedding_mental_SR	l' orologio dice che le figlie criticano l' uomo	masculine	singular	feminine	plural			3140	orologio	dicono	critica	N1	il ragazzo	inanimate	3628	SP	PP
embedding_mental_SR	l' orologio dichiara che le contadine attraggono le amiche	masculine	singular	feminine	plural			3145	orologio	dichiarano	attrae	N1	il ragazzo	inanimate	3629	SP	PP
embedding_mental_SR	l' orologio ricorda che le bambine bloccano la madre	masculine	singular	feminine	plural			3150	orologio	ricordano	blocca	N1	il ragazzo	inanimate	3630	SP	PP
embedding_mental_SR	l' orologio dice che le bambine conoscono il fratello	masculine	singular	feminine	plural			3155	orologio	dicono	conosce	N1	l' amico	inanimate	3631	SP	PP
embedding_mental_SR	l' orologio dice che le ragazze criticano le bambine	masculine	singular	feminine	plural			3160	orologio	dicono	critica	N1	l' amico	inanimate	3632	SP	PP
embedding_mental_SR	l' orologio dichiara che le bambine ignorano la ragazza	masculine	singular	feminine	plural			3165	orologio	dichiarano	ignora	N1	l' amico	inanimate	3633	SP	PP
embedding_mental_SR	l' orologio dichiara che le sorelle indicano i fratelli	masculine	singular	feminine	plural			3170	orologio	dichiarano	indica	N1	l' amico	inanimate	3634	SP	PP
embedding_mental_SR	l' orologio ricorda che le madri attraggono lo studente	masculine	singular	feminine	plural			3175	orologio	ricordano	attrae	N1	l' amico	inanimate	3635	SP	PP
embedding_mental_SR	l' orologio dice che le bambine difendono l' uomo	masculine	singular	feminine	plural			3180	orologio	dicono	difende	N1	l' attore	inanimate	3636	SP	PP
embedding_mental_SR	l' orologio dice che le sorelle bloccano le donne	masculine	singular	feminine	plural			3185	orologio	dicono	blocca	N1	l' attore	inanimate	3637	SP	PP
embedding_mental_SR	l' orologio dichiara che le studentesse ignorano il bambino	masculine	singular	feminine	plural			3190	orologio	dichiarano	ignora	N1	l' attore	inanimate	3638	SP	PP
embedding_mental_SR	l' orologio ricorda che le bambine ignorano le sorelle	masculine	singular	feminine	plural			3195	orologio	ricordano	ignora	N1	l' attore	inanimate	3639	SP	PP
embedding_mental_SR	l' orologio ricorda che le studentesse salutano la bambina	masculine	singular	feminine	plural			3200	orologio	ricordano	saluta	N1	l' attore	inanimate	3640	SP	PP
embedding_mental_SR	l' orologio dice che le figlie osservano i bambini	masculine	singular	feminine	plural			3205	orologio	dicono	osserva	N1	l' uomo	inanimate	3641	SP	PP
embedding_mental_SR	l' orologio dichiara che le bambine indicano l' amica	masculine	singular	feminine	plural			3210	orologio	dichiarano	indica	N1	l' uomo	inanimate	3642	SP	PP
embedding_mental_SR	l' orologio dichiara che le ragazze osservano le sorelle	masculine	singular	feminine	plural			3215	orologio	dichiarano	osserva	N1	l' uomo	inanimate	3643	SP	PP
embedding_mental_SR	l' orologio ricorda che le madri ignorano l' amico	masculine	singular	feminine	plural			3220	orologio	ricordano	ignora	N1	l' uomo	inanimate	3644	SP	PP
embedding_mental_SR	l' orologio dice che le bambine incontrano le madri	masculine	singular	feminine	plural			3225	orologio	dicono	incontra	N1	lo studente	inanimate	3645	SP	PP
embedding_mental_SR	l' orologio dichiara che le amiche indicano il padre	masculine	singular	feminine	plural			3230	orologio	dichiarano	indica	N1	lo studente	inanimate	3646	SP	PP
embedding_mental_SR	l' orologio dichiara che le madri conoscono la sorella	masculine	singular	feminine	plural			3235	orologio	dichiarano	conosce	N1	lo studente	inanimate	3647	SP	PP
embedding_mental_SR	l' orologio ricorda che le amiche evitano il bambino	masculine	singular	feminine	plural			3240	orologio	ricordano	evita	N1	lo studente	inanimate	3648	SP	PP
embedding_mental_SR	l' orologio ricorda che le figlie guardano l' amica	masculine	singular	feminine	plural			3245	orologio	ricordano	guarda	N1	lo studente	inanimate	3649	SP	PP
embedding_mental_SR	l' orologio ricorda che le sorelle osservano i figli	masculine	singular	feminine	plural			3250	orologio	ricordano	osserva	N1	lo studente	inanimate	3650	SP	PP
embedding_mental_SR	l' orologio dice che la madre critica la sorella	masculine	singular	feminine	singular			3255	orologio	dicono	criticano	N1	il bambino	inanimate	3651	SS	PS
embedding_mental_SR	l' orologio dichiara che la figlia ferma il ragazzo	masculine	singular	feminine	singular			3260	orologio	dichiarano	fermano	N1	il bambino	inanimate	3652	SS	PS
embedding_mental_SR	l' orologio ricorda che l' amica attrae i padri	masculine	singular	feminine	singular			3265	orologio	ricordano	attraggono	N1	il bambino	inanimate	3653	SS	PS
embedding_mental_SR	l' orologio ricorda che la figlia accoglie i padri	masculine	singular	feminine	singular			3270	orologio	ricordano	accolgono	N1	il bambino	inanimate	3654	SS	PS
embedding_mental_SR	l' orologio ricorda che la sorella saluta l' attore	masculine	singular	feminine	singular			3275	orologio	ricordano	salutano	N1	il bambino	inanimate	3655	SS	PS
embedding_mental_SR	l' orologio dice che la sorella osserva la bambina	masculine	singular	feminine	singular			3280	orologio	dicono	osservano	N1	il contadino	inanimate	3656	SS	PS
embedding_mental_SR	l' orologio dichiara che la studentessa osserva il padre	masculine	singular	feminine	singular			3285	orologio	dichiarano	osservano	N1	il contadino	inanimate	3657	SS	PS
embedding_mental_SR	l' orologio ricorda che la sorella attrae l' amico	masculine	singular	feminine	singular			3290	orologio	ricordano	attraggono	N1	il contadino	inanimate	3658	SS	PS
embedding_mental_SR	l' orologio dichiara che la bambina ama le donne	masculine	singular	feminine	singular			3295	orologio	dichiarano	amano	N1	il figlio	inanimate	3659	SS	PS
embedding_mental_SR	l' orologio dichiara che la madre attrae la contadina	masculine	singular	feminine	singular			3300	orologio	dichiarano	attraggono	N1	il figlio	inanimate	3660	SS	PS
embedding_mental_SR	l' orologio ricorda che la ragazza conosce le amiche	masculine	singular	feminine	singular			3305	orologio	ricordano	conoscono	N1	il figlio	inanimate	3661	SS	PS
embedding_mental_SR	l' orologio dice che l' amica interrompe il figlio	masculine	singular	feminine	singular			3310	orologio	dicono	interrompono	N1	il fratello	inanimate	3662	SS	PS
embedding_mental_SR	l' orologio dice che la donna ferma la contadina	masculine	singular	feminine	singular			3315	orologio	dicono	fermano	N1	il fratello	inanimate	3663	SS	PS
embedding_mental_SR	l' orologio dichiara che la bambina ama le donne	masculine	singular	feminine	singular			3320	orologio	dichiarano	amano	N1	il fratello	inanimate	3664	SS	PS
embedding_mental_SR	l' orologio dichiara che la contadina ama i padri	masculine	singular	feminine	singular			3325	orologio	dichiarano	amano	N1	il fratello	inanimate	3665	SS	PS
embedding_mental_SR	l' orologio dichiara che la studentessa guarda gli amici	masculine	singular	feminine	singular			3330	orologio	dichiarano	guardano	N1	il fratello	inanimate	3666	SS	PS
embedding_mental_SR	l' orologio ricorda che la ragazza ama i padri	masculine	singular	feminine	singular			3335	orologio	ricordano	amano	N1	il fratello	inanimate	3667	SS	PS
embedding_mental_SR	l' orologio ricorda che la studentessa incontra gli uomini	masculine	singular	feminine	singular			3340	orologio	ricordano	incontrano	N1	il fratello	inanimate	3668	SS	PS
embedding_mental_SR	l' orologio dice che la sorella ama le attrici	masculine	singular	feminine	singular			3345	orologio	dicono	amano	N1	il padre	inanimate	3669	SS	PS
embedding_mental_SR	l' orologio dichiara che la contadina evita la donna	masculine	singular	feminine	singular			3350	orologio	dichiarano	evitano	N1	il padre	inanimate	3670	SS	PS
embedding_mental_SR	l' orologio dichiara che la sorella ama l' amico	masculine	singular	feminine	singular			3355	orologio	dichiarano	amano	N1	il padre	inanimate	3671	SS	PS
embedding_mental_SR	l' orologio dichiara che la studentessa ama la figlia	masculine	singular	feminine	singular			3360	orologio	dichiarano	amano	N1	il padre	inanimate	3672	SS	PS
embedding_mental_SR	l' orologio ricorda che l' attrice saluta la bambina	masculine	singular	feminine	singular			3365	orologio	ricordano	salutano	N1	il padre	inanimate	3673	SS	PS
embedding_mental_SR	l' orologio ricorda che la figlia guarda le ragazze	masculine	singular	feminine	singular			3370	orologio	ricordano	guardano	N1	il padre	inanimate	3674	SS	PS
