Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,le_madri che l'_amica dietro alla_bambina critica ragazzo l'_uomo,feminine,plural,feminine,singular,feminine,singular,353,ragazzo,criticano,blocca,V2,bloccano,verb_noun,6317,PSS,-8,NaN,NaN,2,madri,amica,bambina,critica,ragazzo,uomo,9.10345970766498,5.83333333333333,objrel_nounpp_______PSS
embedding_mental_SR,gli_studenti dicono che la_donna ignora il_figlio,masculine,plural,feminine,singular,NaN,NaN,2127,NaN,dice,ignorano,NaN,NaN,acceptable,2127,PS,0,NaN,NaN,4,studenti,dicono,donna,ignora,figlio,,9.01245120605359,6.2,embedding_mental_SR_PS
objrel_that,i_contadini che gli_uomini criticano conoscono la_figlia,masculine,plural,masculine,plural,NaN,NaN,3254,NaN,critica,conosce,NaN,NaN,acceptable,3254,PP,0,NaN,NaN,4,contadini,uomini,criticano,conoscono,figlia,,7.71287980807046,7.8,objrel_that_________PP
objrel_nounpp,le_amiche che le_contadine accanto alle_figlie attrarre criticano lo_studente,feminine,plural,feminine,plural,feminine,plural,2,attrarre,attrae,critica,V1,attraggono,infinitive,1252,PPP,-7,NaN,NaN,5,amiche,contadine,figlie,attrarre,criticano,studente,5.91913559270374,7.66666666666667,objrel_nounpp_______PPP
embedding_mental_SR,la_studentessa dice che l'_uomo ignora le_attrici,feminine,singular,masculine,singular,NaN,NaN,909,NaN,dicono,ignorano,NaN,NaN,acceptable,909,SS,0,NaN,NaN,4,studentessa,dice,uomo,ignora,attrici,,8.11157703452974,6.4,embedding_mental_SR_SS
objrel_nounpp,la_donna che la_figlia davanti ai_contadini bambine ferma i_padri,feminine,singular,feminine,singular,masculine,plural,1408,bambine,indicano,fermano,V1,indica,verb_noun,1945,SSP,-7,NaN,NaN,1,donna,figlia,contadini,bambine,ferma,padri,8.54290538844835,6.16666666666667,objrel_nounpp_______SSP
embedding_mental,il_fratello dichiara che la_bambina davanti alle_figlie ama l'_amica,masculine,singular,feminine,singular,feminine,plural,588,NaN,dichiarano,amano,NaN,NaN,acceptable,588,SSP,0,NaN,NaN,3,fratello,dichiara,bambina,figlie,ama,amica,8.6583547576167,6.16666666666667,embedding_mental____SSP
objrel_that,la_figlia che i_padri interrompere difende le_bambine,feminine,singular,masculine,plural,NaN,NaN,1646,interrompere,interrompe,difendono,V1,interrompono,infinitive,6504,SP,-4,NaN,NaN,1,figlia,padri,interrompere,difende,bambine,,7.54160868587911,7.4,objrel_that_________SP
objrel_that,le_donne che la_studentessa ricorda difendono il_figlio,feminine,plural,feminine,singular,NaN,NaN,2735,NaN,ricordano,difende,NaN,NaN,acceptable,2735,PS,0,NaN,NaN,1,donne,studentessa,ricorda,difendono,figlio,,8.28620017804371,7.6,objrel_that_________PS
objrel_nounpp,la_sorella che il_ragazzo vicino alla_bambina osserva ignora le_contadine,feminine,singular,masculine,singular,feminine,singular,869,NaN,osservano,ignorano,NaN,NaN,acceptable,869,SSS,0,NaN,NaN,4,sorella,ragazzo,bambina,osserva,ignora,contadine,7.64010090008725,7.16666666666667,objrel_nounpp_______SSS
objrel_nounpp,l'_uomo che gli_amici davanti agli_attori accolgono indica il_bambino,masculine,singular,masculine,plural,masculine,plural,1510,NaN,accoglie,indicano,NaN,NaN,acceptable,1510,SPP,0,NaN,NaN,5,uomo,amici,attori,accolgono,indica,bambino,8.373923372717,6.16666666666667,objrel_nounpp_______SPP
embedding_mental,la_donna dice che l'_attore accanto alla_madre osserva i_fratelli,feminine,singular,masculine,singular,feminine,singular,318,NaN,dicono,osservano,NaN,NaN,acceptable,318,SSS,0,NaN,NaN,4,donna,dice,attore,madre,osserva,fratelli,9.24657959773076,5.83333333333333,embedding_mental____SSS
objrel_nounpp,i_bambini che i_padri accanto alla_figlia incontrano osserva i_ragazzi,masculine,plural,masculine,plural,feminine,singular,2616,osserva,incontra,osserva,V2,osservano,num_violation,6706,PPS,8,NaN,NaN,4,bambini,padri,figlia,incontrano,osserva,ragazzi,8.46813136725994,7,objrel_nounpp_______PPS
embedding_mental_SR,la_madre dichiara che le_contadine conosce gli_attori,feminine,singular,feminine,plural,NaN,NaN,1156,conosce,dichiarano,conosce,V2,conoscono,num_violation,1052,SP,5,NaN,NaN,4,madre,dichiara,contadine,conosce,attori,,7.46217633361652,7,embedding_mental_SR_SP
objrel_that,le_ragazze che il_fratello attrae ferma i_figli,feminine,plural,masculine,singular,NaN,NaN,928,ferma,attraggono,ferma,V2,fermano,num_violation,3773,PS,5,NaN,NaN,5,ragazze,fratello,attrae,ferma,figli,,8.84580006161831,6.2,objrel_that_________PS
objrel_that,le_amiche che le_attrici criticano attraggono i_fratelli,feminine,plural,feminine,plural,NaN,NaN,3518,NaN,critica,attrae,NaN,NaN,acceptable,3518,PP,0,NaN,NaN,5,amiche,attrici,criticano,attraggono,fratelli,,6.09089342080205,8,objrel_that_________PP
embedding_mental,i_bambini dichiarano che il_contadino accanto ai_ragazzi_padri la_sorella,masculine,plural,masculine,singular,masculine,plural,2923,padri,dichiara,fermano,V2,ferma,verb_noun,2760,PSP,-7,NaN,NaN,5,bambini,dichiarano,contadino,ragazzi,padri,sorella,8.24910426332898,7.5,embedding_mental____PSP
objrel_nounpp,la_figlia che la_simpatia vicino ai_contadini critica ferma il_ragazzo,feminine,singular,masculine,singular,masculine,plural,1928,simpatia,criticano,fermano,N2,lostudente,abstract,10062,SSP,-3,NaN,NaN,5,figlia,simpatia,contadini,critica,ferma,ragazzo,8.2166653711408,7,objrel_nounpp_______SSP
objrel_that,i_dispiaceri che le_figlie indicano ignorano la_sorella,masculine,plural,feminine,plural,NaN,NaN,2130,dispiaceri,indica,ignora,N1,i contadini,abstract,2026,PP,-1,NaN,NaN,3,dispiaceri,figlie,indicano,ignorano,sorella,,6.76581380434888,7.8,objrel_that_________PP
embedding_mental,la_studentessa ricorda che l'_uomo accanto ai_ragazzi fermano le_bambine,feminine,singular,masculine,singular,masculine,plural,1952,fermano,ricordano,fermano,V2,ferma,num_violation,2182,SSP,7,NaN,NaN,4,studentessa,ricorda,uomo,ragazzi,fermano,bambine,8.64237754893695,7.16666666666667,embedding_mental____SSP
embedding_mental,il_ragazzo ricorda che i_figli accanto all'_attrice ignorare la_donna,masculine,singular,masculine,plural,feminine,singular,3627,ignorare,ricordano,ignora,V2,ignorano,infinitive,2655,SPS,-7,NaN,NaN,1,ragazzo,ricorda,figli,attrice,ignorare,donna,9.09425533454167,6.5,embedding_mental____SPS
objrel_that,la_ragazza che l'_attrice difendono blocca le_donne,feminine,singular,feminine,singular,NaN,NaN,1435,difendono,difendono,bloccano,V1,difende,num_violation,3089,SS,4,NaN,NaN,3,ragazza,attrice,difendono,blocca,donne,,7.86810783046378,6.8,objrel_that_________SS
objrel_nounpp,l'_attore che lo_studente accanto alle_bambine amici indica i_padri,masculine,singular,masculine,singular,feminine,plural,3827,amici,ignorano,indicano,V1,ignora,verb_noun,474,SSP,-7,NaN,NaN,1,attore,studente,bambine,amici,indica,padri,7.97528186022849,6.16666666666667,objrel_nounpp_______SSP
embedding_mental,gli_uomini dichiarano che il_contadino accanto agli_attori conosce il_figlio,masculine,plural,masculine,singular,masculine,plural,2600,NaN,dichiara,conoscono,NaN,NaN,acceptable,2600,PSP,0,NaN,NaN,1,uomini,dichiarano,contadino,attori,conosce,figlio,8.18769897065251,7.33333333333333,embedding_mental____PSP
embedding_mental,i_contadini dicono che il_bambino accanto ai_figli criticano le_ragazze,masculine,plural,masculine,singular,masculine,plural,2932,criticano,dice,criticano,V2,critica,num_violation,1405,PSP,7,NaN,NaN,5,contadini,dicono,bambino,figli,criticano,ragazze,8.33340087912222,7.16666666666667,embedding_mental____PSP
objrel_nounpp,le_studentesse che le_penne dietro alle_contadine ricordano difendono i_padri,feminine,plural,feminine,plural,feminine,plural,61,penne,ricorda,difende,N2,le attrici,inanimate,4646,PPP,-3,NaN,NaN,2,studentesse,penne,contadine,ricordano,difendono,padri,5.55569168653542,8,objrel_nounpp_______PPP
objrel_nounpp,i_dolori che l'_attrice accanto alla_madre ferma difendono le_amiche,masculine,plural,feminine,singular,feminine,singular,2344,dolori,fermano,difende,N1,gliuomini,abstract,4290,PSS,-1,NaN,NaN,4,dolori,attrice,madre,ferma,difendono,amiche,7.80697100338521,6.33333333333333,objrel_nounpp_______PSS
objrel_nounpp,i_fratelli che le_studentesse davanti agli_uomini interrompe ricordano la_madre,masculine,plural,feminine,plural,masculine,plural,2190,interrompe,interrompe,ricorda,V1,interrompono,num_violation,6355,PPP,7,NaN,NaN,3,fratelli,studentesse,uomini,interrompe,ricordano,madre,7.85115651073931,8.16666666666667,objrel_nounpp_______PPP
embedding_mental,la_bambina dice che i_contadini dietro alle_donne ignorano gli_studenti,feminine,singular,masculine,plural,feminine,plural,1789,NaN,dicono,ignora,NaN,NaN,acceptable,1789,SPP,0,NaN,NaN,4,bambina,dice,contadini,donne,ignorano,studenti,8.30043954266097,6.83333333333333,embedding_mental____SPP
objrel_that,i_padri che i_bambini fermano guarda lo_studente,masculine,plural,masculine,plural,NaN,NaN,2712,guarda,ferma,guarda,V2,guardano,num_violation,4361,PP,5,NaN,NaN,3,padri,bambini,fermano,guarda,studente,,8.34063102048169,6.6,objrel_that_________PP
embedding_mental,gli_uomini dichiarano che l'_attrice accanto ai_fratelli fermano la_studentessa,masculine,plural,feminine,singular,masculine,plural,2407,fermano,dichiara,fermano,V2,ferma,num_violation,2239,PSP,7,NaN,NaN,1,uomini,dichiarano,attrice,fratelli,fermano,studentessa,7.388575839097,8.16666666666667,embedding_mental____PSP
objrel_nounpp,le_ragazze che la_sorella vicino agli_amici critica donna lo_studente,feminine,plural,feminine,singular,masculine,plural,422,donna,criticano,ricorda,V2,ricordano,verb_noun,3341,PSP,-8,NaN,NaN,1,ragazze,sorella,amici,critica,donna,studente,9.19013931765872,6.5,objrel_nounpp_______PSP
objrel_that,gli_uomini che le_bambine interrompere fermano i_contadini,masculine,plural,feminine,plural,NaN,NaN,2079,interrompere,interrompe,ferma,V1,interrompono,infinitive,6561,PP,-4,NaN,NaN,2,uomini,bambine,interrompere,fermano,contadini,,7.59722360882662,8.2,objrel_that_________PP
embedding_mental,le_donne dicono che la_bambina davanti all'_attrice fermo la_ragazza,feminine,plural,feminine,singular,feminine,singular,342,fermo,dice,fermano,V2,ferma,wrong_person,2230,PSS,-7,NaN,NaN,2,donne,dicono,bambina,attrice,fermo,ragazza,9.41109271007111,6.16666666666667,embedding_mental____PSS
objrel_that,le_studentesse che il_fratello conoscono bloccano le_figlie,feminine,plural,masculine,singular,NaN,NaN,990,conoscono,conoscono,blocca,V1,conosce,num_violation,2186,PS,4,NaN,NaN,3,studentesse,fratello,conoscono,bloccano,figlie,,7.19386844266569,8.4,objrel_that_________PS
objrel_that,il_padre che le_amiche evita interrompe la_ragazza,masculine,singular,feminine,plural,NaN,NaN,3088,evita,evita,interrompono,V1,evitano,num_violation,3432,SP,4,NaN,NaN,1,padre,amiche,evita,interrompe,ragazza,,8.28300706856954,6.6,objrel_that_________SP
embedding_mental_SR,il_ragazzo dichiara che l'_amico criticano le_donne,masculine,singular,masculine,singular,NaN,NaN,3896,criticano,dichiarano,criticano,V2,critica,num_violation,1449,SS,5,NaN,NaN,1,ragazzo,dichiara,amico,criticano,donne,,8.41960014531929,6.8,embedding_mental_SR_SS
objrel_nounpp,la_donna che l'_amico dietro al_ragazzo critica incontra l'_attore,feminine,singular,masculine,singular,masculine,singular,660,NaN,criticano,incontrano,NaN,NaN,acceptable,660,SSS,0,NaN,NaN,5,donna,amico,ragazzo,critica,incontra,attore,8.95747206696412,6.33333333333333,objrel_nounpp_______SSS
objrel_nounpp,i_ragazzi che la_studentessa dietro alle_madri bambina conoscono l'_amico,masculine,plural,feminine,singular,feminine,plural,2331,bambina,attraggono,conosce,V1,attrae,verb_noun,1714,PSP,-7,NaN,NaN,3,ragazzi,studentessa,madri,bambina,conoscono,amico,8.86518621420537,7.33333333333333,objrel_nounpp_______PSP
objrel_that,gli_studenti che la_bambina ama fermano le_amiche,masculine,plural,feminine,singular,NaN,NaN,2127,NaN,amano,ferma,NaN,NaN,acceptable,2127,PS,0,NaN,NaN,2,studenti,bambina,ama,fermano,amiche,,8.06992463560789,6.2,objrel_that_________PS
embedding_mental,i_fratelli dichiarano che le_madri davanti alla_ragazza difende l'_attore,masculine,plural,feminine,plural,feminine,singular,2129,difende,dichiara,difende,V2,difendono,num_violation,1565,PPS,7,NaN,NaN,2,fratelli,dichiarano,madri,ragazza,difende,attore,7.43592738039656,7.16666666666667,embedding_mental____PPS
objrel_nounpp,le_studentesse che le_madri dietro all'_attore indicano ignora gli_amici,feminine,plural,feminine,plural,masculine,singular,249,ignora,indica,ignora,V2,ignorano,num_violation,4858,PPS,8,NaN,NaN,5,studentesse,madri,attore,indicano,ignora,amici,7.24752468876489,6.83333333333333,objrel_nounpp_______PPS
embedding_mental_SR,la_filosofia dichiara che il_fratello incontra le_sorelle,feminine,singular,masculine,singular,NaN,NaN,1764,filosofia,dichiarano,incontrano,N1,l' amica,abstract,3353,SS,-1,NaN,NaN,2,filosofia,dichiara,fratello,incontra,sorelle,,7.60190706232861,8,embedding_mental_SR_SS
objrel_nounpp,gli_uomini che il_bambino dietro alla_madre fermano evitano le_figlie,masculine,plural,masculine,singular,feminine,singular,2854,fermano,fermano,evita,V1,ferma,num_violation,4072,PSS,7,NaN,NaN,5,uomini,bambino,madre,fermano,evitano,figlie,8.28308480333456,6.33333333333333,objrel_nounpp_______PSS
embedding_mental,i_contadini dicono che il_bambino vicino al_ragazzo guarda le_figlie,masculine,plural,masculine,singular,masculine,singular,2150,NaN,dice,guardano,NaN,NaN,acceptable,2150,PSS,0,NaN,NaN,3,contadini,dicono,bambino,ragazzo,guarda,figlie,9.28267351495965,6.83333333333333,embedding_mental____PSS
objrel_that,la_sorella che il_figlio evitare attrae l'_amica,feminine,singular,masculine,singular,NaN,NaN,1953,evitare,evitano,attraggono,V1,evita,infinitive,3335,SS,-4,NaN,NaN,5,sorella,figlio,evitare,attrae,amica,,8.76254611349057,6.2,objrel_that_________SS
embedding_mental_SR,l'_amica dice che le_attrici contadina la_figlia,feminine,singular,feminine,plural,NaN,NaN,1002,contadina,dicono,evita,V2,evitano,verb_noun,1267,SP,-5,NaN,NaN,5,amica,dice,attrici,contadina,figlia,,8.17856174747191,6.2,embedding_mental_SR_SP
objrel_nounpp,i_fratelli che le_donne dietro al_ragazzo conoscere ricordano gli_studenti,masculine,plural,feminine,plural,masculine,singular,2255,conoscere,conosce,ricorda,V1,conoscono,infinitive,2226,PPS,-7,NaN,NaN,2,fratelli,donne,ragazzo,conoscere,ricordano,studenti,8.77266104576264,7.66666666666667,objrel_nounpp_______PPS
objrel_nounpp,la_contadina che il_ragazzo davanti alle_studentesse ricorda fermi i_figli,feminine,singular,masculine,singular,feminine,plural,1783,fermi,ricordano,fermano,V2,ferma,wrong_person,3927,SSP,-8,NaN,NaN,3,contadina,ragazzo,studentesse,ricorda,fermi,figli,8.1543288019687,7.33333333333333,objrel_nounpp_______SSP
objrel_nounpp,le_sorelle che gli_attori vicino alla_donna attraggono ama gli_amici,feminine,plural,masculine,plural,feminine,singular,620,ama,attrae,ama,V2,amano,num_violation,625,PPS,8,NaN,NaN,2,sorelle,attori,donna,attraggono,ama,amici,8.22056241391815,6,objrel_nounpp_______PPS
objrel_nounpp,la_donna che i_figli dietro al_padre salutano blocca l'_uomo,feminine,singular,masculine,plural,masculine,singular,1661,NaN,saluta,bloccano,NaN,NaN,acceptable,1661,SPS,0,NaN,NaN,5,donna,figli,padre,salutano,blocca,uomo,9.04503611244402,5.5,objrel_nounpp_______SPS
objrel_that,la_ragazza che il_fratello critica ignora l'_attore,feminine,singular,masculine,singular,NaN,NaN,793,NaN,criticano,ignorano,NaN,NaN,acceptable,793,SS,0,NaN,NaN,1,ragazza,fratello,critica,ignora,attore,,8.25838970622112,6.8,objrel_that_________SS
objrel_nounpp,l'_amica che gli_studenti accanto alla_figlia sogna ama il_ragazzo,feminine,singular,masculine,plural,feminine,singular,1577,sogna,saluta,amano,V1,salutano,num_violation,7960,SPS,7,NaN,NaN,3,amica,studenti,figlia,sogna,ama,ragazzo,8.88912487256289,5.66666666666667,objrel_nounpp_______SPS
objrel_nounpp,gli_attori che le_contadine davanti alle_ragazze osserva ignorano gli_uomini,masculine,plural,feminine,plural,feminine,plural,2027,osserva,osserva,ignora,V1,osservano,num_violation,6833,PPP,7,NaN,NaN,5,attori,contadine,ragazze,osserva,ignorano,uomini,7.03514353680769,7.16666666666667,objrel_nounpp_______PPP
objrel_that,le_ragazze che le_amiche attrarre amano i_figli,feminine,plural,feminine,plural,NaN,NaN,182,attrarre,attrae,ama,V1,attraggono,infinitive,1217,PP,-4,NaN,NaN,4,ragazze,amiche,attrarre,amano,figli,,8.04759350521911,6.2,objrel_that_________PP
objrel_nounpp,lo_studente che la_figlia davanti all'_amica conosce difende il_fratello,masculine,singular,feminine,singular,feminine,singular,996,NaN,conoscono,difendono,NaN,NaN,acceptable,996,SSS,0,NaN,NaN,2,studente,figlia,amica,conosce,difende,fratello,8.7444891197586,6.83333333333333,objrel_nounpp_______SSS
objrel_nounpp,il_padre che la_donna accanto alle_amiche salutano ferma la_figlia,masculine,singular,feminine,singular,feminine,plural,3306,salutano,salutano,fermano,V1,saluta,num_violation,7685,SSP,7,NaN,NaN,5,padre,donna,amiche,salutano,ferma,figlia,8.95890511953027,5.83333333333333,objrel_nounpp_______SSP
objrel_nounpp,la_contadina che l'_attrice accanto alla_bambina evita incontrano i_ragazzi,feminine,singular,feminine,singular,feminine,singular,1344,incontrano,evitano,incontrano,V2,incontra,num_violation,5417,SSS,8,NaN,NaN,3,contadina,attrice,bambina,evita,incontrano,ragazzi,7.47548221750004,7.5,objrel_nounpp_______SSS
objrel_that,il_bambino che le_figlie difendono interrompono i_contadini,masculine,singular,feminine,plural,NaN,NaN,3009,interrompono,difende,interrompono,V2,interrompe,num_violation,6560,SP,5,NaN,NaN,5,bambino,figlie,difendono,interrompono,contadini,,6.63152821859496,8.6,objrel_that_________SP
embedding_mental,le_ragazze dicono che gli_studenti vicino alla_bambina sogna l'_attrice,feminine,plural,masculine,plural,feminine,singular,608,sogna,dice,saluta,V2,salutano,num_violation,3973,PPS,7,NaN,NaN,1,ragazze,dicono,studenti,bambina,sogna,attrice,8.44743573069592,6.66666666666667,embedding_mental____PPS
objrel_that,le_figlie che il_ragazzo criticano ignorano il_bambino,feminine,plural,masculine,singular,NaN,NaN,886,criticano,criticano,ignora,V1,critica,num_violation,2702,PS,4,NaN,NaN,1,figlie,ragazzo,criticano,ignorano,bambino,,7.35160549750152,7.4,objrel_that_________PS
embedding_mental,il_bambino dice che il_dolore davanti alla_madre critica la_donna,masculine,singular,masculine,singular,feminine,singular,3844,dolore,dicono,criticano,N2,ilfiglio,abstract,3992,SSS,-4,NaN,NaN,5,bambino,dice,dolore,madre,critica,donna,9.76334065475998,5.66666666666667,embedding_mental____SSS
objrel_nounpp,le_ragazze che il_figlio davanti al_fratello interrompe fermano le_studentesse,feminine,plural,masculine,singular,masculine,singular,2874,NaN,interrompono,ferma,NaN,NaN,acceptable,2874,PSS,0,NaN,NaN,1,ragazze,figlio,fratello,interrompe,fermano,studentesse,7.95312935598989,8.16666666666667,objrel_nounpp_______PSS
objrel_that,le_sorelle che le_donne incontriamo accolgono i_ragazzi,feminine,plural,feminine,plural,NaN,NaN,214,incontriamo,saluta,accoglie,V1,salutano,wrong_person,6472,PP,-4,NaN,NaN,4,sorelle,donne,incontriamo,accolgono,ragazzi,,7.84615100026852,7.8,objrel_that_________PP
objrel_that,le_figlie che il_fratello interrompe bloccare la_sorella,feminine,plural,masculine,singular,NaN,NaN,878,bloccare,interrompono,blocca,V2,bloccano,infinitive,1596,PS,-5,NaN,NaN,4,figlie,fratello,interrompe,bloccare,sorella,,7.92009419270224,7.8,objrel_that_________PS
embedding_mental,il_padre dichiara che il_figlio vicino al_bambino contadina l'_amica,masculine,singular,masculine,singular,masculine,singular,3998,contadina,dichiarano,osservano,V2,osserva,verb_noun,1210,SSS,-7,NaN,NaN,4,padre,dichiara,figlio,bambino,contadina,amica,8.85313961562662,6.66666666666667,embedding_mental____SSS
objrel_nounpp,l'_amica che il_fratello dietro alle_attrici indicare accoglie i_contadini,feminine,singular,masculine,singular,feminine,plural,1767,indicare,indicano,accolgono,V1,indica,infinitive,5729,SSP,-7,NaN,NaN,3,amica,fratello,attrici,indicare,accoglie,contadini,7.17779657363159,7.5,objrel_nounpp_______SSP
objrel_nounpp,lo_studente che i_padri davanti alla_figlia ferma difende il_bambino,masculine,singular,masculine,plural,feminine,singular,3652,ferma,ferma,difendono,V1,fermano,num_violation,3844,SPS,7,NaN,NaN,4,studente,padri,figlia,ferma,difende,bambino,8.30508974309718,6.33333333333333,objrel_nounpp_______SPS
objrel_that,le_studentesse che la_ragazza conosce accolgono i_bambini,feminine,plural,feminine,singular,NaN,NaN,2995,NaN,conoscono,accoglie,NaN,NaN,acceptable,2995,PS,0,NaN,NaN,2,studentesse,ragazza,conosce,accolgono,bambini,,7.8317253123939,8.2,objrel_that_________PS
embedding_mental,gli_studenti dicono che i_figli dietro alle_ragazze interrompono gli_attori,masculine,plural,masculine,plural,feminine,plural,3588,NaN,dice,interrompe,NaN,NaN,acceptable,3588,PPP,0,NaN,NaN,1,studenti,dicono,figli,ragazze,interrompono,attori,8.09958276247897,7.33333333333333,embedding_mental____PPP
objrel_nounpp,gli_studenti che la_bambina davanti alle_ragazze fermano accolgono l'_attrice,masculine,plural,feminine,singular,feminine,plural,2276,fermano,fermano,accoglie,V1,ferma,num_violation,4046,PSP,7,NaN,NaN,2,studenti,bambina,ragazze,fermano,accolgono,attrice,7.43537946958134,7.5,objrel_nounpp_______PSP
objrel_nounpp,la_bambina che il_padre accanto all'_attore guardi critica le_donne,feminine,singular,masculine,singular,masculine,singular,1961,guardi,guardano,criticano,V1,guarda,wrong_person,4338,SSS,-7,NaN,NaN,1,bambina,padre,attore,guardi,critica,donne,9.03137533541732,6,objrel_nounpp_______SSS
objrel_nounpp,il_contadino che la_donna davanti alla_sorella indica incontra la_bambina,masculine,singular,feminine,singular,feminine,singular,91,NaN,indicano,incontrano,NaN,NaN,acceptable,91,SSS,0,NaN,NaN,3,contadino,donna,sorella,indica,incontra,bambina,8.41971408470899,7,objrel_nounpp_______SSS
embedding_mental_SR,la_ragazza ricorda che gli_studenti ignora la_madre,feminine,singular,masculine,plural,NaN,NaN,1698,ignora,ricordano,ignora,V2,ignorano,num_violation,2592,SP,5,NaN,NaN,1,ragazza,ricorda,studenti,ignora,madre,,8.95549175140664,6.6,embedding_mental_SR_SP
embedding_mental,i_fratelli dichiarano che i_sedili vicino all'_uomo ignorano l'_amica,masculine,plural,masculine,plural,masculine,singular,2753,sedili,dichiara,ignora,N2,ibambini,inanimate,7211,PPS,-4,NaN,NaN,5,fratelli,dichiarano,sedili,uomo,ignorano,amica,7.50182718572052,6.83333333333333,embedding_mental____PPS
objrel_that,lo_studente che i_padri bloccano attrae l'_amico,masculine,singular,masculine,plural,NaN,NaN,1950,NaN,blocca,attraggono,NaN,NaN,acceptable,1950,SP,0,NaN,NaN,3,studente,padri,bloccano,attrae,amico,,7.29264759598113,6.4,objrel_that_________SP
embedding_mental,le_ragazze ricordano che le_figlie dietro alle_attrici ama l'_amico,feminine,plural,feminine,plural,feminine,plural,51,ama,ricorda,ama,V2,amano,num_violation,315,PPP,7,NaN,NaN,1,ragazze,ricordano,figlie,attrici,ama,amico,8.22511751459593,6.16666666666667,embedding_mental____PPP
objrel_nounpp,la_ragazza che lo_studente vicino all'_uomo ferma accogliere l'_attrice,feminine,singular,masculine,singular,masculine,singular,1998,accogliere,fermano,accolgono,V2,accoglie,infinitive,164,SSS,-8,NaN,NaN,1,ragazza,studente,uomo,ferma,accogliere,attrice,8.65051612135594,6.83333333333333,objrel_nounpp_______SSS
objrel_nounpp,gli_uomini che le_attrici davanti alle_sorelle osserva amano le_amiche,masculine,plural,feminine,plural,feminine,plural,2039,osserva,osserva,ama,V1,osservano,num_violation,6790,PPP,7,NaN,NaN,1,uomini,attrici,sorelle,osserva,amano,amiche,7.65259427613867,6.33333333333333,objrel_nounpp_______PPP
objrel_nounpp,le_donne che gli_studenti dietro alla_sorella ricorda attraggono la_figlia,feminine,plural,masculine,plural,feminine,singular,589,ricorda,ricorda,attrae,V1,ricordano,num_violation,7299,PPS,7,NaN,NaN,3,donne,studenti,sorella,ricorda,attraggono,figlia,8.61455514957607,7.16666666666667,objrel_nounpp_______PPS
embedding_mental,i_contadini dichiarano che i_figli accanto alle_amiche incontra le_ragazze,masculine,plural,masculine,plural,feminine,plural,2554,incontra,dichiara,incontra,V2,incontrano,num_violation,2896,PPP,7,NaN,NaN,5,contadini,dichiarano,figli,amiche,incontra,ragazze,7.67782113879618,7.5,embedding_mental____PPP
embedding_mental_SR,la_bambina dice che l'_amico accoglie le_donne,feminine,singular,masculine,singular,NaN,NaN,569,NaN,dicono,accolgono,NaN,NaN,acceptable,569,SS,0,NaN,NaN,5,bambina,dice,amico,accoglie,donne,,9.22399593678512,5.8,embedding_mental_SR_SS
embedding_mental_SR,la_figlia dichiara che la_donna attrai la_studentessa,feminine,singular,feminine,singular,NaN,NaN,1384,attrai,dichiarano,attraggono,V2,attrae,wrong_person,642,SS,-5,NaN,NaN,5,figlia,dichiara,donna,attrai,studentessa,,7.4196225662319,7.2,embedding_mental_SR_SS
objrel_nounpp,le_bambine che il_contadino accanto agli_studenti difende osserva i_figli,feminine,plural,masculine,singular,masculine,plural,892,osserva,difendono,osserva,V2,osservano,num_violation,6617,PSP,8,NaN,NaN,3,bambine,contadino,studenti,difende,osserva,figli,7.38617831976658,7.16666666666667,objrel_nounpp_______PSP
objrel_that,la_madre che il_contadino conosce ragazze lo_studente,feminine,singular,masculine,singular,NaN,NaN,1888,ragazze,conoscono,guardano,V2,guarda,verb_noun,5894,SS,-5,NaN,NaN,3,madre,contadino,conosce,ragazze,studente,,8.87644208796804,7.2,objrel_that_________SS
embedding_mental,gli_amici dicono che la_madre davanti alla_bambina evita i_figli,masculine,plural,feminine,singular,feminine,singular,2034,NaN,dice,evitano,NaN,NaN,acceptable,2034,PSS,0,NaN,NaN,1,amici,dicono,madre,bambina,evita,figli,9.38200590112978,5.5,embedding_mental____PSS
embedding_mental,le_ragazze dicono che il_contadino davanti alla_studentessa conosce il_bambino,feminine,plural,masculine,singular,feminine,singular,2457,NaN,dice,conoscono,NaN,NaN,acceptable,2457,PSS,0,NaN,NaN,4,ragazze,dicono,contadino,studentessa,conosce,bambino,8.75234324426704,7.83333333333333,embedding_mental____PSS
objrel_nounpp,il_padre che gli_attori accanto al_contadino osservano indica i_bambini,masculine,singular,masculine,plural,masculine,singular,1210,NaN,osserva,indicano,NaN,NaN,acceptable,1210,SPS,0,NaN,NaN,1,padre,attori,contadino,osservano,indica,bambini,7.92671468024336,7,objrel_nounpp_______SPS
objrel_that,lo_studente che i_fratelli criticano blocca il_padre,masculine,singular,masculine,plural,NaN,NaN,1946,NaN,critica,bloccano,NaN,NaN,acceptable,1946,SP,0,NaN,NaN,5,studente,fratelli,criticano,blocca,padre,,7.57479977084886,7.2,objrel_that_________SP
